" "
"http://data.bioontology.org/ontologies/ICO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"5904";"4607"
"http://data.bioontology.org/ontologies/TMO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"2152";"1152"
"http://data.bioontology.org/ontologies/HEIO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"23325";"16629"
"http://data.bioontology.org/ontologies/FB-CV/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"14028";"5213"
"http://data.bioontology.org/ontologies/NIFDYS/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"20966";"5687"
"http://data.bioontology.org/ontologies/ONTOAD/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"27390";"74376"
"http://data.bioontology.org/ontologies/HIVO004/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"3837";"4409"
"http://data.bioontology.org/ontologies/SIO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"8577";"11222"
"http://data.bioontology.org/ontologies/RPO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"9640";"22546"
"http://data.bioontology.org/ontologies/BIRNLEX/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"19879";"40396"
"http://data.bioontology.org/ontologies/GBM/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"1418";"477"
"http://data.bioontology.org/ontologies/NCRO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"23639";"24033"
"http://data.bioontology.org/ontologies/OPL/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"7912";"2898"
" "
"http://data.bioontology.org/ontologies/EDDA/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"6501";"2591"
"http://data.bioontology.org/ontologies/AURA/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"185805";"86611"
"http://data.bioontology.org/ontologies/GFO-BIO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"1074";"385"
"http://data.bioontology.org/ontologies/FHHO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"2252";"1874"
"http://data.bioontology.org/ontologies/ONTODM-KDD/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"5187";"1466"
"http://data.bioontology.org/ontologies/OGMS/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"4006";"545"
"http://data.bioontology.org/ontologies/BRO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"4817";"2490"
"http://data.bioontology.org/ontologies/MEDO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"1088";"355"
"http://data.bioontology.org/ontologies/COGAT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"9839";"16102"
"http://data.bioontology.org/ontologies/HL7/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"166637";"124227"
"http://data.bioontology.org/ontologies/CCONT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"7350";"809"
"http://data.bioontology.org/ontologies/ONTOKBCF/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"3691";"1373"
"http://data.bioontology.org/ontologies/EPILONT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"871";"741"
"http://data.bioontology.org/ontologies/TM-OTHER-FACTORS/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"413";"64"
"http://data.bioontology.org/ontologies/GENE-CDS/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"8828";"10600"
" "
"http://data.bioontology.org/ontologies/ICF/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"12044";"26872"
"http://data.bioontology.org/ontologies/LHN/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"3031";"1828"
"http://data.bioontology.org/ontologies/OCRE/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"1127";"30"
"http://data.bioontology.org/ontologies/TM-SIGNS-AND-SYMPTS/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"3652";"2371"
"http://data.bioontology.org/ontologies/FIRE/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"674";"402"
"http://data.bioontology.org/ontologies/NTDO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"7953";"93"
"http://data.bioontology.org/ontologies/SCHEMA/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"14965";"6546"
"http://data.bioontology.org/ontologies/OPB/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"2867";"3413"
"http://data.bioontology.org/ontologies/MWLA/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"1397";"542"
"http://data.bioontology.org/ontologies/CANCO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"1724";"811"
" "
"http://data.bioontology.org/ontologies/SITBAC/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"4324";"1467"
"http://data.bioontology.org/ontologies/NMR/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"4963";"1096"
"http://data.bioontology.org/ontologies/TOP-MENELAS/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"3358";"5035"
"http://data.bioontology.org/ontologies/CDAO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"1182";"931"
"http://data.bioontology.org/ontologies/BHN/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"6944";"10237"
"http://data.bioontology.org/ontologies/ROO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"6278";"7261"
"http://data.bioontology.org/ontologies/NLMVS/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"270774";"273287"
"http://data.bioontology.org/ontologies/ONTOTOXNUC/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"2570";"2642"
"http://data.bioontology.org/ontologies/MEO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"4224";"4463"
"http://data.bioontology.org/ontologies/ICD9CM/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"242326";"306326"
"http://data.bioontology.org/ontologies/CU-VO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"6965";"91584"
"http://data.bioontology.org/ontologies/CCON/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"815";"1229"
" "
"http://data.bioontology.org/ontologies/BIOMODELS/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"114633";"1905822"
"http://data.bioontology.org/ontologies/BDO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"16051";"13980"
"http://data.bioontology.org/ontologies/BAO-GPCR/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"3899";"7610"
"http://data.bioontology.org/ontologies/NIHSS/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"503";"870"
"http://data.bioontology.org/ontologies/OBIWS/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"2796";"2241"
"http://data.bioontology.org/ontologies/ATC/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"72789";"60905"
"http://data.bioontology.org/ontologies/ANCESTRO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"1044";"1705"
"http://data.bioontology.org/ontologies/MSTDE-FRE/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"33471";"21684"
"http://data.bioontology.org/ontologies/TM-CONST/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"283";"94"
"http://data.bioontology.org/ontologies/PMR/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"288";"317"
"http://data.bioontology.org/ontologies/SSE/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"3521";"5253"
"http://data.bioontology.org/ontologies/BMT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"3455";"3020"
"http://data.bioontology.org/ontologies/OBIB/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"4842";"5832"
"http://data.bioontology.org/ontologies/QUDT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"4030";"970"
"http://data.bioontology.org/ontologies/ONTODM-CORE/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"6493";"2347"
"http://data.bioontology.org/ontologies/BCO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"4784";"3941"
"http://data.bioontology.org/ontologies/DCM/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"2036";"13088"
"http://data.bioontology.org/ontologies/PATHLEX/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"3913";"7174"
" "
" "
" "
" "
"http://data.bioontology.org/ontologies/EFO/download/?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"89998";"184472"
" "
"http://data.bioontology.org/ontologies/EFO/download/?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85";"80645";"184472"
